method,pct_missing,replicate,mask_seed,file,path,success,error_message,n_taxa,n_pairs,n_edges,n_terminal_edges,n_internal_edges,nnls_rnorm,branch_fit_solver,tree_length_ref,tree_length_hat,tree_length_abs_error,tree_length_rel_error,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,masked_file,edge_BL_MAE,edge_BL_RMSE,edge_BL_Bias,edge_BL_MaxAE,edge_BL_Pearson,edge_BL_Spearman,edge_BL_rel_RMSE,edge_BL_rel_MAE,terminal_BL_MAE,terminal_BL_RMSE,terminal_BL_Bias,terminal_BL_MaxAE,terminal_BL_Pearson,terminal_BL_Spearman,terminal_BL_rel_RMSE,terminal_BL_rel_MAE,internal_BL_MAE,internal_BL_RMSE,internal_BL_Bias,internal_BL_MaxAE,internal_BL_Pearson,internal_BL_Spearman,internal_BL_rel_RMSE,internal_BL_rel_MAE,fit_pat_MAE,fit_pat_RMSE,fit_pat_Bias,fit_pat_MaxAE,fit_pat_Pearson,fit_pat_Spearman,fit_pat_rel_RMSE,fit_pat_rel_MAE,input_vs_ML_pat_MAE,input_vs_ML_pat_RMSE,input_vs_ML_pat_Bias,input_vs_ML_pat_MaxAE,input_vs_ML_pat_Pearson,input_vs_ML_pat_Spearman,input_vs_ML_pat_rel_RMSE,input_vs_ML_pat_rel_MAE
Hyb-Adam-UM,30,11,65,HybAdamUM_completed_p30_rep11_seed65.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep11_seed65.csv,True,,15,105,27,15,12,0.07086222504752632,scipy.optimize.nnls,1.2142374164,0.6625126891530869,0.5517247272469131,0.4543796129118469,0.3047619047619048,105,32,73,32,missing_p30_rep11_seed65.csv,0.021172693720586187,0.03320017865199658,-0.02043424915729308,0.11012591669955607,0.8982410906123891,0.8986568986568987,0.5359279110884063,0.4707997980746684,0.019409246088068856,0.029355762636509276,-0.019409246088068856,0.07786906463076822,0.9781652216694837,0.982142857142857,0.43908158249494916,0.36165888846713096,0.02337700326123286,0.03745484869434475,-0.021715502993823358,0.11012591669955607,0.9371117566302739,0.5804195804195805,0.6784885433156778,0.6854951586506616,0.1358337996714923,0.15370675169636705,-0.13563024313732197,0.22874659241345408,0.9787291291684552,0.9328633630520422,0.5521106198669644,0.5284898438286142,0.1369319140377802,0.15386716951297807,-0.13563024313732194,0.22892619222390906,0.9607671909896496,0.932510885341074,0.5526868364559518,0.5327622877368976
Hyb-Adam-UM,30,12,66,HybAdamUM_completed_p30_rep12_seed66.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep12_seed66.csv,True,,15,105,27,15,12,0.06206521222360294,scipy.optimize.nnls,1.2142374164,0.7413048433814443,0.47293257301855574,0.38948937549685914,0.3047619047619048,105,32,73,32,missing_p30_rep12_seed66.csv,0.023527710849458896,0.03787544009949623,-0.017516021222909475,0.13490213388954958,0.61548459424145,0.7348810167744095,0.6113974779125585,0.5231663794538544,0.02067744534516466,0.029788409400722922,-0.009856404017375702,0.07743735716259441,0.7258249185248813,0.8285714285714284,0.44555278980931773,0.38528966379941204,0.02709054272982669,0.0460276927279908,-0.02709054272982669,0.13490213388954958,0.6934336710249331,0.570436680315239,0.8337842303421548,0.7943890702753704,0.13617558774667893,0.15371903336560586,-0.13438010327522817,0.22599618400027166,0.9302690845902357,0.9294629898403483,0.5521547353006823,0.5298196419121156,0.1369258283032397,0.1538889134824796,-0.13438010327522817,0.23083183265648596,0.9154058818342667,0.8747563756997718,0.5527649402239866,0.5327386099121981
Hyb-Adam-UM,30,13,67,HybAdamUM_completed_p30_rep13_seed67.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep13_seed67.csv,True,,15,105,27,15,12,0.014641668943009448,scipy.optimize.nnls,1.2142374164,0.7448666459198624,0.46937077048013764,0.38655600967374176,0.3047619047619048,105,32,73,32,missing_p30_rep13_seed67.csv,0.024158258524830424,0.038747992983197886,-0.017384102610375467,0.14793608004418762,0.5832738878048274,0.7714852784129165,0.6254825058631016,0.5371873501512545,0.022392278669559944,0.03056719701925354,-0.01019879802354103,0.07736439898199106,0.699462555321872,0.8035714285714284,0.4572013136172674,0.41724271912124805,0.026365733343918518,0.047013016745270295,-0.026365733343918518,0.14793608004418762,0.5082577798332288,0.8581449237144743,0.8516332160004216,0.7731351345406492,0.13679763611760967,0.15383178980770945,-0.13405576906945663,0.22756962509164042,0.910854333530059,0.8579203815052872,0.5525597534827513,0.5322398513680985,0.13684496027817028,0.15384288231878604,-0.13405576906945663,0.22892619222390906,0.9099713120629261,0.8466203607713041,0.552599597491546,0.5324239759253477
Hyb-Adam-UM,30,14,68,HybAdamUM_completed_p30_rep14_seed68.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep14_seed68.csv,True,,15,105,27,15,12,0.10862842529787374,scipy.optimize.nnls,1.2142374164,0.7228377844482982,0.4913996319517019,0.40469814660185255,0.3047619047619048,105,32,73,32,missing_p30_rep14_seed68.csv,0.021668748263201733,0.0369029228549485,-0.01819998636858155,0.13539519483917695,0.6707181704308004,0.8166692203223395,0.5956987932509152,0.48183015545760016,0.01907070780251484,0.028994408824938495,-0.01380147745507598,0.07754791068204561,0.807400312593774,0.8785714285714284,0.433676721943728,0.3553507928563336,0.024916298839060352,0.04486940138225092,-0.023698122510463517,0.13539519483917695,0.6739902023601895,0.6655001449214291,0.812801969425296,0.7306326664202297,0.1349409567976879,0.15368436174096767,-0.13326187717063226,0.22766412759532642,0.9401611658315338,0.9244868339207961,0.5520301957345309,0.5250160516496312,0.13759021844251756,0.15407811837174076,-0.13326187717063226,0.23091279723333155,0.8945940065162428,0.8801472112792866,0.553444559222755,0.535323558885115
Hyb-Adam-UM,30,15,69,HybAdamUM_completed_p30_rep15_seed69.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep15_seed69.csv,True,,15,105,27,15,12,0.014788868093238849,scipy.optimize.nnls,1.2142374164,0.6995854126281018,0.5146520037718982,0.4238479203661428,0.3047619047619048,105,32,73,32,missing_p30_rep15_seed69.csv,0.023873810879450792,0.034880088007720564,-0.01906118532488512,0.10932319656932185,0.7594473547723983,0.762370331616345,0.5630455456429687,0.5308623215188638,0.022356144723793922,0.030034811747395272,-0.013693418725575715,0.07806480071738417,0.8208390529114659,0.907142857142857,0.4492382921635577,0.41656942338361996,0.025770893574021885,0.04012211133318392,-0.025770893574021885,0.10932319656932185,0.9135530048908516,0.542266967707079,0.7268055758375463,0.7556923606367236,0.13691083933301115,0.15388805939225575,-0.1356733070475514,0.22824236062652645,0.9666104408238253,0.9531930333817127,0.5527618723543081,0.5326802921845456,0.13701528182909825,0.15391522515973208,-0.13567330704755146,0.22892619222390906,0.9650304510841399,0.9406593406593408,0.5528594510784368,0.5330866475878372
Hyb-Adam-UM,30,16,70,HybAdamUM_completed_p30_rep16_seed70.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep16_seed70.csv,True,,15,105,27,15,12,0.015565395206575818,scipy.optimize.nnls,1.2142374164,0.7018306570008085,0.5124067593991916,0.4219988220412342,0.3047619047619048,105,32,73,32,missing_p30_rep16_seed70.csv,0.023733638310472698,0.0350450532448334,-0.01897802812589598,0.11143166062323762,0.7569771193976935,0.7733660575531193,0.5657084673053728,0.5277454192464652,0.02214970795503133,0.029969908468315504,-0.013589609622793245,0.07786428128332037,0.8392380020492515,0.8499999999999999,0.44826751736747,0.4127228189358913,0.0257135512547744,0.04050439712056836,-0.0257135512547744,0.11143166062323762,0.908973130891342,0.6972003870519587,0.7337306212203065,0.7540108841108109,0.13673573562194527,0.1538044833102921,-0.13551286443162555,0.22829199749295365,0.9699605596119097,0.9288720713249015,0.5524616692603661,0.5319990145265634,0.13682328610023448,0.1538175979075369,-0.13551286443162555,0.23084801762996485,0.9688653114914336,0.9273273895915406,0.5525087765496312,0.5323396479970993
Hyb-Adam-UM,30,17,71,HybAdamUM_completed_p30_rep17_seed71.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep17_seed71.csv,True,,15,105,27,15,12,0.06166951450879634,scipy.optimize.nnls,1.2142374164,0.7165681305100977,0.49766928588990234,0.40986159639636544,0.3047619047619048,105,32,73,32,missing_p30_rep17_seed71.csv,0.02168939641478358,0.03615021117044669,-0.01843219577370009,0.13504753994201746,0.7001518163081072,0.8410929727058112,0.5835482802987016,0.48228929144301785,0.018347432549111545,0.028392465620648094,-0.014118456332664502,0.07784726495170342,0.828943485790531,0.9464285714285712,0.4246733048639346,0.34187376633945027,0.025866851246873605,0.04396270973482123,-0.023824370074994574,0.13504753994201746,0.6809606366343831,0.5534159099872936,0.7963773964648945,0.7585061738291238,0.1351050361499955,0.15360072068885233,-0.13394248038659767,0.22570477753148044,0.9480410101952985,0.935133734190338,0.5517297592695086,0.5256544367311518,0.13599625641888,0.15376313918047713,-0.13394248038659767,0.22892619222390906,0.9320103574089214,0.8773792245490359,0.5523131622306613,0.5291219158258893
Hyb-Adam-UM,30,18,72,HybAdamUM_completed_p30_rep18_seed72.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep18_seed72.csv,True,,15,105,27,15,12,0.058428845461377985,scipy.optimize.nnls,1.2142374164,0.6589612790562016,0.5552761373437984,0.4573044199132772,0.3047619047619048,105,32,73,32,missing_p30_rep18_seed72.csv,0.02064922244436491,0.03337109570940446,-0.020565782864585123,0.10915148885199871,0.8937259871952794,0.925965512238376,0.5386869089391747,0.4591597973078674,0.019381354918623524,0.02940499429012541,-0.019231163675019907,0.07823984831753758,0.9725094317382312,0.9714285714285713,0.4398179528167248,0.36113918310125137,0.022234056851541655,0.03774719133129165,-0.022234056851541655,0.10915148885199871,0.9558813881868402,0.8371291296643238,0.683784283034448,0.6519799889907522,0.1360166307382704,0.15374927647142134,-0.1360166307382704,0.2276723392392683,0.9773473536645395,0.9297636325938212,0.5522633677433967,0.5292011863822514,0.13692242479939448,0.15385562496366137,-0.13601663073827036,0.23053184578545455,0.9656390458956293,0.9275347294215217,0.5526453687376572,0.5327253678677292
Hyb-Adam-UM,30,19,73,HybAdamUM_completed_p30_rep19_seed73.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep19_seed73.csv,True,,15,105,27,15,12,0.059263008923511926,scipy.optimize.nnls,1.2142374164,0.7095188540624459,0.5047185623375542,0.4156671137955506,0.3047619047619048,105,32,73,32,missing_p30_rep19_seed73.csv,0.021175068695351948,0.03605070972090652,-0.018693280086576076,0.13563852430000473,0.7054114047043205,0.8606319746125888,0.5819420960500779,0.47085260843762494,0.01843456458526436,0.028408592610836864,-0.013967345089467793,0.07785188879209001,0.8240717224603219,0.9285714285714284,0.4249145203438608,0.3434973263274024,0.024600698832961437,0.04376540406470362,-0.024600698832961437,0.13563852430000473,0.7160567035588934,0.8056054385890983,0.7928032360725116,0.721378174994047,0.13595317000730334,0.15372321647570786,-0.13503637057421863,0.2297886054649061,0.9434733085680863,0.9147833298776694,0.5521697609224321,0.5289542791185281,0.13667919605876364,0.15385814575757523,-0.13503637057421863,0.22892619222390906,0.9308958180914678,0.8855587808417996,0.5526544233632672,0.5317790355155347
Hyb-Adam-UM,30,20,74,HybAdamUM_completed_p30_rep20_seed74.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep20_seed74.csv,True,,15,105,27,15,12,0.0155027285058041,scipy.optimize.nnls,1.2142374164,0.688500613529439,0.525736802870561,0.432976941551742,0.3047619047619048,105,32,73,32,missing_p30_rep20_seed74.csv,0.022968953083437774,0.03495329068968163,-0.019471733439650408,0.11061041897717999,0.7672649596309447,0.7941357621003594,0.5642272067671659,0.5107417419992625,0.02154685937783801,0.030161129628175146,-0.015251864019020744,0.07754602513769562,0.8172430063168851,0.9107142857142855,0.4511276607238981,0.40148974242418944,0.024746570215437493,0.040146992627401554,-0.024746570215437493,0.11061041897717999,0.8965135745630173,0.6267761055315589,0.7272562964694009,0.7256556320040668,0.13662622698952487,0.15369928301934838,-0.13572694193826526,0.22715126124128004,0.9642799827636739,0.9536491810076716,0.552083792575041,0.5315729482589208,0.13667421425815274,0.15372641378440424,-0.13572694193826526,0.22892619222390906,0.9627006583806775,0.9369064897366784,0.5521812455713937,0.5317596527769733
Hyb-Adam-UM,30,21,75,HybAdamUM_completed_p30_rep21_seed75.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep21_seed75.csv,True,,15,105,27,15,12,0.013972606930824095,scipy.optimize.nnls,1.2142374164,0.6584380711502588,0.5557993452497413,0.45773531415099067,0.3047619047619048,105,32,73,32,missing_p30_rep21_seed75.csv,0.020592611089869855,0.033164238391908615,-0.02058516093517561,0.1117843211635321,0.899104085454837,0.9430621389068062,0.5353477519056858,0.4579009771210391,0.019392402561818654,0.02922641489942715,-0.019392402561818654,0.07740472441919055,0.9798525810095534,0.9785714285714284,0.43714689560592496,0.3613450374832301,0.02209287174993385,0.03750961121389696,-0.022076108901871793,0.1117843211635321,0.9415453478364632,0.8791607177646247,0.6794805575251729,0.647839950058292,0.13613152758532734,0.15350826456514832,-0.13613152758532734,0.22800203168722055,0.9791410334855791,0.945676964544889,0.5513976592985876,0.5296482166273332,0.13613152758532734,0.15351469939087217,-0.13613152758532734,0.22892619222390906,0.9784699673273443,0.933589052456977,0.5514207730237815,0.5296482166273332
Hyb-Adam-UM,30,22,76,HybAdamUM_completed_p30_rep22_seed76.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p30_rep22_seed76.csv,True,,15,105,27,15,12,0.012051703022034996,scipy.optimize.nnls,1.2142374164,0.6589706682875631,0.5552667481124369,0.4572966872975344,0.3047619047619048,105,32,73,32,missing_p30_rep22_seed76.csv,0.020565435115275435,0.03303243896989148,-0.020565435115275435,0.11080378787838657,0.8993238375293285,0.9389128202678865,0.5332202034468448,0.4572966872975343,0.019222715778902808,0.02916207855818961,-0.019222715778902808,0.0776260248906792,0.9776793393819707,0.9749999999999999,0.436184600642844,0.3581832076512804,0.02224383428574123,0.03730999895981752,-0.02224383428574123,0.11080378787838657,0.9445612128443904,0.8521338063968386,0.6758646137363312,0.6522666974166755,0.13611452064571836,0.15346920296965721,-0.13611452064571836,0.2281055932998317,0.978690242506233,0.9469313705162762,0.5512573510722959,0.5295820475672046,0.13611452064571836,0.1534765934971536,-0.13611452064571836,0.23067343503428087,0.9780932175445105,0.9353410740203192,0.5512838976531854,0.5295820475672046
